_time,cpu-total,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,result,table
2020-06-18 18:00:04+00:00,12.310961129858768,24.124124124124123,5.7,21.02102102102102,4.1,19.58041958041958,3.4,17.482517482517483,3.096903096903097,_result,0
2020-06-18 18:00:14+00:00,12.29846269216348,25.5,4.7,21.778221778221777,3.6963036963036964,19.61961961961962,3.3,17.2,2.6,_result,0
2020-06-18 18:00:24+00:00,12.173478315210598,24.324324324324323,5.394605394605395,20.92092092092092,4.104104104104104,19.1,3.4,17.0,3.1,_result,0
2020-06-18 18:00:34+00:00,11.979492309616106,23.45309381237525,5.405405405405405,21.5,3.9,18.8,3.5,16.316316316316318,3.0,_result,0
2020-06-18 18:00:44+00:00,10.75,23.523523523523522,3.996003996003996,19.6,2.4,17.2,2.1,15.5,1.7,_result,0
2020-06-18 18:00:54+00:00,10.791906070447165,21.978021978021978,4.2957042957042955,19.8,2.6,17.6,2.3976023976023977,15.784215784215784,1.8,_result,0
2020-06-18 18:01:04+00:00,13.325825825825826,25.825825825825827,6.312625250501002,22.4,4.904904904904905,20.579420579420578,4.3043043043043046,18.41841841841842,3.903903903903904,_result,0
2020-06-18 18:01:14+00:00,12.4328376858678,27.3,4.7,22.3,3.5964035964035963,19.539078156312627,2.797202797202797,16.9,2.395209580838323,_result,0
2020-06-18 18:01:24+00:00,10.638829853731716,22.7,3.7,20.27972027972028,2.002002002002002,18.163672654690618,1.6,15.4,1.2024048096192386,_result,0
2020-06-18 18:01:34+00:00,10.088761095136892,21.4,3.2967032967032965,19.7,1.8,17.41741741741742,1.2012012012012012,14.9,1.0,_result,0
2020-06-18 18:01:44+00:00,9.564891222805702,20.8,2.9029029029029028,18.61861861861862,1.3986013986013985,16.616616616616618,1.1,14.3,0.8,_result,0
2020-06-18 18:01:54+00:00,11.147213196700825,21.8,4.7,20.52052052052052,2.9,18.181818181818183,2.6973026973026974,16.0,2.4,_result,0
2020-06-18 18:02:04+00:00,11.908034487067349,23.7,4.995004995004995,21.07892107892108,3.4,19.1,2.9,17.08291708291708,2.997002997002997,_result,0
2020-06-18 18:02:14+00:00,10.436195475565555,23.376623376623378,3.4034034034034035,19.48051948051948,1.9,16.9,1.5015015015015014,15.5,1.3,_result,0
2020-06-18 18:02:24+00:00,10.309922519370158,21.9,3.796203796203796,19.9,1.9,17.68231768231768,1.3,15.0,1.098901098901099,_result,0
2020-06-18 18:02:34+00:00,10.018761726078798,21.02102102102102,3.4034034034034035,19.41941941941942,1.8,17.017017017017018,1.2,15.3,0.9018036072144289,_result,0
2020-06-18 18:02:44+00:00,9.636295463067116,20.7,3.1,19.0,1.5,16.7,1.098901098901099,14.2,0.8991008991008991,_result,0
2020-06-18 18:02:54+00:00,9.876234529316164,21.5,3.2,19.3,1.6,16.7,1.002004008016032,14.8,0.8991008991008991,_result,0
2020-06-18 18:03:04+00:00,10.266017234919445,21.7,3.2967032967032965,20.87912087912088,1.5,17.5,1.098901098901099,15.2,0.9009009009009009,_result,0
2020-06-18 18:03:14+00:00,10.34655323407982,22.77722277722278,3.2032032032032034,20.42042042042042,1.9,17.1,1.3,15.0,1.1011011011011012,_result,0
2020-06-18 18:03:24+00:00,10.367224581563827,22.7,3.4965034965034967,20.07992007992008,1.8,17.282717282717282,1.2987012987012987,15.2,1.0978043912175648,_result,0
2020-06-18 18:03:34+00:00,10.256410256410257,21.2,3.4,20.02002002002002,1.9,18.11811811811812,1.3026052104208417,15.1,1.001001001001001,_result,0
2020-06-18 18:03:44+00:00,9.74878140232471,20.9,3.3033033033033035,19.280719280719282,1.5,16.6,1.098901098901099,14.5,0.8,_result,0
2020-06-18 18:03:54+00:00,11.902975743935984,25.5,4.404404404404405,22.22222222222222,2.6,19.48051948051948,2.1021021021021022,17.2,1.7,_result,0
2020-06-18 18:04:04+00:00,11.809547613096726,23.723723723723722,4.595404595404595,20.97902097902098,3.3966033966033966,19.71971971971972,2.5974025974025974,17.3,2.2,_result,0
2020-06-18 18:04:14+00:00,13.805176941353007,27.6,5.305305305305305,23.723723723723722,4.704704704704705,21.9,4.2,19.31931931931932,3.6,_result,0
2020-06-18 18:04:24+00:00,10.37629703712964,23.1,3.2,20.0,1.5,17.8,0.9,15.8,0.8,_result,0
2020-06-18 18:04:34+00:00,10.009997500624843,22.377622377622377,3.196803196803197,19.78021978021978,1.5,17.0,1.2,14.0,1.001001001001001,_result,0
2020-06-18 18:04:44+00:00,9.486314210723659,20.32032032032032,3.2,19.1,1.4,16.1,1.0,13.986013986013987,0.7992007992007992,_result,0
2020-06-18 18:04:54+00:00,9.8375,21.1,3.2967032967032965,19.5,1.6016016016016017,16.8,1.2,14.3,0.9,_result,0
2020-06-18 18:05:04+00:00,10.290072518129532,21.8,3.5035035035035036,20.02002002002002,1.5984015984015985,17.7,1.1,15.215215215215215,1.4,_result,0
2020-06-18 18:05:14+00:00,10.358615519180308,22.17782217782218,3.6,19.78021978021978,2.1,17.5,1.6,14.785214785214785,1.3,_result,0
2020-06-18 18:05:24+00:00,10.980490245122562,24.524524524524523,3.6,21.22122122122122,1.8,18.5,1.4,15.815815815815816,1.001001001001001,_result,0
2020-06-18 18:05:34+00:00,10.482258870564717,22.0,4.495504495504496,20.07992007992008,1.8,17.982017982017982,1.4,15.2,0.8991008991008991,_result,0
